Date,Temp,Dew Point,Relative Humidity,Wind Direction ,Windspeed,Pressure at the Station
03/09/2018 06:00,-17.4,-19.1,87,22,5,95.74
03/09/2018 07:00,-17.1,-19.1,84,20,10,95.77
03/09/2018 08:00,-16.6,-19.2,80,20,11,95.8
03/09/2018 09:00,-14.8,-18.7,72,20,14,95.83
03/09/2018 10:00,-10.8,-17.2,59,18,7,95.84
03/09/2018 11:00,-7.8,-16.4,50,18,5,95.85
03/09/2018 12:00,-4.8,-15.9,42,17,2,95.86
03/09/2018 13:00,-2.9,-14.6,40,31,2,95.85
03/09/2018 14:00,-0.3,-13.1,37,24,3,95.81
03/09/2018 15:00,1.2,-12.6,35,19,6,95.75
03/09/2018 16:00,1.7,-12,35,16,6,95.73
03/09/2018 17:00,0.9,-12,37,15,6,95.72
03/09/2018 18:00,0,-12.1,40,14,6,95.72
03/09/2018 19:00,-0.1,-11.7,41,15,4,95.73
03/09/2018 20:00,-1.9,-12.3,45,18,4,95.79
03/09/2018 21:00,-4.3,-11.9,56,21,6,95.83
03/09/2018 22:00,-3.6,-11.7,53,20,9,95.86
03/09/2018 23:00,-4.6,-10.8,62,22,12,95.93
03/10/2018 00:00,-5.7,-10.7,68,20,9,96.01
03/10/2018 01:00,-5.4,-10.8,65,20,12,96.08
03/10/2018 02:00,-5.2,-11.4,62,21,14,96.14
03/10/2018 03:00,-6.1,-11.4,66,20,13,96.21
03/10/2018 04:00,-6.5,-11.8,66,21,13,96.28
03/10/2018 05:00,-4.8,-10.7,63,2,8,96.45
03/10/2018 06:00,-8.3,-12.1,74,21,2,96.54
03/10/2018 07:00,-9.6,-13.1,75,20,7,96.59
03/10/2018 08:00,-9.9,-14,72,21,4,96.65
03/10/2018 09:00,-7.1,-13,62,19,6,96.7
03/10/2018 10:00,-3.7,-12.1,52,16,6,96.75
03/10/2018 11:00,0,-11.2,43,18,2,96.82
03/10/2018 12:00,3.3,-7.9,44,22,4,96.84
03/10/2018 13:00,5,-8,38,6,8,96.85
03/10/2018 14:00,5.4,-7.7,38,2,6,96.85
03/10/2018 15:00,6.1,-7.9,36,3,5,96.86
03/10/2018 16:00,6.5,-7.4,36,5,5,96.84
03/10/2018 17:00,5.7,-7,40,2,5,96.89
03/10/2018 18:00,4.4,-6.4,45,2,5,96.92
03/10/2018 19:00,-1.5,-7.1,66,36,3,96.97
03/10/2018 20:00,-3.3,-7.7,72,3,3,97
03/10/2018 21:00,-4.2,-7.6,77,4,2,97.04
03/10/2018 22:00,-3.5,-7.3,74,7,2,97.08
03/10/2018 23:00,-6.1,-8.4,84,27,8,97.13
03/11/2018 00:00,-5.4,-7.2,87,27,3,97.19
03/11/2018 01:00,-5.9,-7.2,90,18,3,97.22
03/11/2018 02:00,-6.1,-7.1,93,,0,97.25
03/11/2018 03:00,-8.6,-10.8,84,32,2,97.28
03/11/2018 04:00,-9.2,-10.5,90,0,1,97.34
03/11/2018 05:00,-9.8,-11.5,88,32,1,97.36
03/11/2018 06:00,-9.9,-11,91,23,3,97.4
03/11/2018 07:00,-9.8,-10.9,92,21,4,97.41
03/11/2018 08:00,-8.6,-10.3,87,20,4,97.46
03/11/2018 09:00,-5.9,-9.8,74,19,6,97.5
03/11/2018 10:00,-1.9,-9.5,56,18,2,97.53
03/11/2018 11:00,-0.8,-8.8,55,,0,97.56
03/11/2018 12:00,2.7,-8.1,45,0,1,97.57
03/11/2018 13:00,4.8,-7.6,40,17,4,97.58
03/11/2018 14:00,6.8,-7.5,35,22,3,97.58
03/11/2018 15:00,8,-8,31,0,1,97.54
03/11/2018 16:00,7.7,-8.2,31,32,1,97.51
03/11/2018 17:00,7.4,-8,33,7,3,97.48
03/11/2018 18:00,6,-7.3,38,16,3,97.45
03/11/2018 19:00,5.3,-7.1,40,10,2,97.46
03/11/2018 20:00,4.4,-7.1,43,15,7,97.42
03/11/2018 21:00,3.6,-7.1,45,16,6,97.4
03/11/2018 22:00,2,-7.2,50,21,10,97.38
03/11/2018 23:00,-1.6,-9.4,55,23,6,97.4
03/12/2018 00:00,-2,-6.6,70,18,4,97.36
03/12/2018 01:00,-3.8,-7.8,74,14,4,97.35
03/12/2018 02:00,-5,-8.1,79,15,4,97.38
03/12/2018 03:00,-6.3,-9.1,80,19,6,97.35
03/12/2018 04:00,-5,-7.5,83,20,7,97.31
03/12/2018 05:00,-4.9,-7.4,83,20,10,97.29
03/12/2018 06:00,-5.2,-7.8,82,19,9,97.26
03/12/2018 07:00,-6.6,-8.3,88,0,1,97.27
03/12/2018 08:00,-5.1,-7.8,81,19,7,97.27
03/12/2018 09:00,-3.6,-8.2,71,20,8,97.26
03/12/2018 10:00,-1.9,-7.9,63,19,6,97.27
03/12/2018 11:00,1.5,-7.7,50,17,4,97.24
03/12/2018 12:00,4.4,-7.2,43,20,4,97.19
03/12/2018 13:00,7.5,-7.5,34,26,2,97.15
03/12/2018 14:00,9.7,-7.3,29,20,4,97.11
03/12/2018 15:00,11,-7,28,23,1,97.06
03/12/2018 16:00,10.3,-6.2,31,19,4,97
03/12/2018 17:00,8.7,-5.4,37,20,7,96.99
03/12/2018 18:00,6.3,-5.3,43,24,3,96.97
03/12/2018 19:00,2.2,-6.2,54,22,1,96.98
03/12/2018 20:00,0.3,-6.4,61,31,3,97
03/12/2018 21:00,-1.5,-5.9,72,0,1,97.02
03/12/2018 22:00,-2,-6.4,72,17,2,97.05
03/12/2018 23:00,-2.8,-5.5,82,25,4,97.1
3/13/2018 0:00,-2.2,-4.4,85,19,3,97.1
3/13/2018 1:00,-4.6,-6.6,86,19,5,97.14
3/13/2018 2:00,-4.8,-6.3,90,21,4,97.14
3/13/2018 3:00,-4.5,-6.1,89,20,5,97.15
3/13/2018 4:00,-4.3,-6.1,87,21,7,97.18
3/13/2018 5:00,-5.3,-7.3,86,22,6,97.17
3/13/2018 6:00,-4.8,-6.2,90,20,4,97.14
3/13/2018 7:00,-4.9,-6.6,88,21,9,97.15
3/13/2018 8:00,-3.7,-6.7,80,18,3,97.15
3/13/2018 9:00,-2.3,-7.2,69,21,2,97.17
3/13/2018 10:00,-0.2,-7.2,59,24,1,97.14
3/13/2018 11:00,3,-6.5,50,27,3,97.08
3/13/2018 12:00,5.1,-6.3,44,29,3,97.02
3/13/2018 13:00,8.4,-5.9,36,31,2,96.92
3/13/2018 14:00,11.9,-6.9,26,11,8,96.82
3/13/2018 15:00,12.2,-6.6,26,13,8,96.74
3/13/2018 16:00,11.8,-6.2,28,15,13,96.69
3/13/2018 17:00,11.3,-5.8,30,13,5,96.63
3/13/2018 18:00,9.7,-5.5,34,12,4,96.59
3/13/2018 19:00,8.2,-5.3,38,5,4,96.56
3/13/2018 20:00,7.2,-5.4,40,12,1,96.52
3/13/2018 21:00,2.1,-6.4,54,31,3,96.48
3/13/2018 22:00,3.8,-5.5,51,18,4,96.45
3/13/2018 23:00,0.8,-5.8,61,25,4,96.42
3/14/2018 0:00,-0.8,-6,68,20,3,96.39
3/14/2018 1:00,-0.1,-5.5,67,16,2,96.34
3/14/2018 2:00,1.8,-6.3,55,16,7,96.32
3/14/2018 3:00,1.5,-6.5,55,18,8,96.27
3/14/2018 4:00,-2.5,-7,71,24,7,96.27
3/14/2018 5:00,-3,-6.9,75,29,5,96.24
3/14/2018 6:00,-3.3,-6.7,78,16,2,96.26
3/14/2018 7:00,-3.5,-7,77,15,3,96.25
3/14/2018 8:00,-1.2,-6.9,65,15,5,96.22
3/14/2018 9:00,-1.2,-7.2,64,22,5,96.25
3/14/2018 10:00,1,-7.3,54,27,4,96.22
3/14/2018 11:00,2.6,-6.8,50,29,5,96.21
3/14/2018 12:00,4.3,-6.3,46,26,7,96.18
3/14/2018 13:00,6.1,-6,42,26,6,96.12
3/14/2018 14:00,7.5,-5.8,38,27,3,96.07
3/14/2018 15:00,8.8,-6.3,34,27,3,96.03
3/14/2018 16:00,7.7,-5.4,39,26,6,96
3/14/2018 17:00,6.5,-4.6,45,25,8,96
3/14/2018 18:00,5.6,-5.1,46,27,5,96.02
3/14/2018 19:00,5.1,-5.5,47,1,4,96.05
3/14/2018 20:00,2,-6.2,55,1,4,96.07
3/14/2018 21:00,0.5,-5.7,63,34,3,96.07
3/14/2018 22:00,-1.5,-5.5,74,27,2,96.08
3/14/2018 23:00,-2.8,-6.7,75,34,4,96.05
3/15/2018 0:00,-2.9,-6,79,,0,96.05
3/15/2018 1:00,-3.2,-5.7,83,16,2,96.07
3/15/2018 2:00,-3.8,-6.4,82,,0,96.1
3/15/2018 3:00,-4.7,-6.6,87,28,2,96.11
3/15/2018 4:00,-5.2,-7.4,84,3,3,96.12
3/15/2018 5:00,-5.7,-7,90,22,2,96.16
3/15/2018 6:00,-6.3,-7.5,91,24,3,96.2
3/15/2018 7:00,-6.7,-7.9,92,26,6,96.23
3/15/2018 8:00,-5.1,-7.2,85,20,5,96.25
3/15/2018 9:00,-1.6,-6.9,67,12,2,96.25
3/15/2018 10:00,0.4,-6.6,59,31,2,96.25
3/15/2018 11:00,4.3,-5.7,48,16,2,96.25
3/15/2018 12:00,7.1,-6,39,15,2,96.25
3/15/2018 13:00,7.3,-5.3,40,22,6,96.24
3/15/2018 14:00,9.1,-5.5,35,17,4,96.24
3/15/2018 15:00,9.5,-5.6,34,20,3,96.22
3/15/2018 16:00,10.3,-5.5,32,20,2,96.23
3/15/2018 17:00,10,-5.9,32,11,3,96.24
3/15/2018 18:00,7.4,-5,41,1,2,96.23
3/15/2018 19:00,2.6,-4.9,58,29,2,96.29
3/15/2018 20:00,0.4,-4.8,68,32,3,96.34
3/15/2018 21:00,-1.2,-5.8,71,33,3,96.42
3/15/2018 22:00,0.1,-4.9,69,21,5,96.44
3/15/2018 23:00,-1,-5.4,72,25,3,96.45
3/16/2018 0:00,-0.1,-4.4,73,18,6,96.49
3/16/2018 1:00,-1.1,-4.7,76,19,6,96.51
3/16/2018 2:00,-0.4,-4,77,18,6,96.55
3/16/2018 3:00,-1.4,-4.3,80,19,4,96.58
3/16/2018 4:00,-2.5,-4.4,87,18,3,96.65
3/16/2018 5:00,-2.9,-4.2,91,18,2,96.69
3/16/2018 6:00,-1.5,-5.5,74,35,5,96.76
3/16/2018 7:00,1.6,-3.7,68,36,6,96.83
3/16/2018 8:00,-0.5,-5,71,34,2,96.9
3/16/2018 9:00,2.9,-4.6,58,7,2,96.94
3/16/2018 10:00,4.8,-4.7,50,16,5,96.96
3/16/2018 11:00,6.1,-5.3,44,1,9,96.98
3/16/2018 12:00,7,-5.1,42,36,5,96.97
3/16/2018 13:00,7.7,-4.9,41,34,6,96.95
3/16/2018 14:00,8.2,-5.1,39,35,4,96.92
3/16/2018 15:00,8.9,-4.8,38,36,5,96.91
3/16/2018 16:00,9.4,-4.6,37,1,5,96.88
3/16/2018 17:00,9.9,-4.2,37,34,1,96.86
3/16/2018 18:00,7.8,-3.8,44,35,3,96.84
3/16/2018 19:00,4.1,-3.7,57,7,1,96.85
3/16/2018 20:00,5.8,-4.3,48,15,5,96.89
3/16/2018 21:00,5.4,-4.5,49,14,4,96.89
3/16/2018 22:00,3.8,-4.9,53,11,2,96.92
3/16/2018 23:00,3.2,-5.3,54,15,7,96.94
3/17/2018 0:00,1.4,-5.9,58,14,5,96.93
3/17/2018 1:00,0.4,-6.1,62,15,5,96.95
3/17/2018 2:00,-0.8,-6.5,65,16,9,96.95
3/17/2018 3:00,-1.7,-6.5,69,16,4,96.96
3/17/2018 4:00,-2.4,-6.8,72,15,5,96.96
3/17/2018 5:00,-3.4,-7.4,74,17,4,96.99
3/17/2018 6:00,-3.7,-7.5,75,17,6,97.04
3/17/2018 7:00,-4.4,-7.7,78,16,3,97.07
3/17/2018 8:00,-4.1,-8,74,18,5,97.1
3/17/2018 9:00,-3.9,-8.2,72,21,2,97.15
3/17/2018 10:00,-2.9,-8.8,64,26,3,97.16
3/17/2018 11:00,-1.5,-8.3,59,26,2,97.16
3/17/2018 12:00,1.8,-7.8,49,33,2,97.16
3/17/2018 13:00,3.9,-7.5,43,21,2,97.15
3/17/2018 14:00,4.8,-7.4,41,5,4,97.13
3/17/2018 15:00,5.2,-7.1,41,5,7,97.12
3/17/2018 16:00,5.8,-7.4,38,10,5,97.12
3/17/2018 17:00,6,-7.6,37,10,2,97.15
3/17/2018 18:00,4.3,-5.9,48,20,8,97.18
3/17/2018 19:00,1.8,-6.1,56,20,3,97.24
3/17/2018 20:00,-1.5,-6.2,70,22,1,97.29
3/17/2018 21:00,0.8,-6.5,58,15,5,97.33
3/17/2018 22:00,0,-6.9,59,15,5,97.37
3/17/2018 23:00,-1.6,-6.8,68,0,1,97.39
3/18/2018 0:00,-3.3,-7.3,74,19,2,97.42
3/18/2018 1:00,-5.1,-9,74,,0,97.44
3/18/2018 2:00,-5.6,-8.3,81,26,3,97.45
3/18/2018 3:00,-6.5,-8.6,85,24,2,97.43
3/18/2018 4:00,-7.2,-9.4,85,,0,97.46
3/18/2018 5:00,-7.9,-9.7,87,,0,97.48
3/18/2018 6:00,-8.2,-9.7,89,4,1,97.46
3/18/2018 7:00,-8.5,-10.2,87,22,2,97.46
3/18/2018 8:00,-6.1,-9.1,79,21,2,97.45
3/18/2018 9:00,-4,-8.5,71,21,2,97.44
3/18/2018 10:00,-1.8,-8,63,26,3,97.42
3/18/2018 11:00,0.5,-7.6,55,23,3,97.36
3/18/2018 12:00,3.7,-6.1,49,21,5,97.3
3/18/2018 13:00,5.3,-6.5,42,22,5,97.22
3/18/2018 14:00,7.3,-6.9,36,14,4,97.11
3/18/2018 15:00,7.6,-6.5,36,18,5,97.05
3/18/2018 16:00,7.7,-6.4,36,14,6,96.99
3/18/2018 17:00,7.2,-5.8,39,14,5,96.93
3/18/2018 18:00,6.2,-5.6,43,13,3,96.87
3/18/2018 19:00,5.3,-5.6,45,15,3,96.83
3/18/2018 20:00,4.9,-5.2,48,15,4,96.78
3/18/2018 21:00,2.2,-4.9,59,,0,96.74
3/18/2018 22:00,1.9,-4.4,63,27,6,96.71
3/18/2018 23:00,0.9,-4.8,65,3,2,96.66
3/19/2018 0:00,1,-4.1,69,19,2,96.67
3/19/2018 1:00,1.2,-4.8,64,17,5,96.65
3/19/2018 2:00,0.8,-4.2,69,19,2,96.63
3/19/2018 3:00,0.6,-4,71,18,4,96.61
3/19/2018 4:00,0.8,-3.7,72,18,5,96.59
3/19/2018 5:00,1.2,-3.5,71,20,7,96.58
3/19/2018 6:00,5.7,-2.1,57,27,14,96.56
3/19/2018 7:00,5.7,-2.5,56,27,14,96.56
3/19/2018 8:00,5.5,-2.5,56,27,9,96.56
3/19/2018 9:00,7.4,-4.1,44,31,8,96.56
3/19/2018 10:00,8,-4.1,42,33,16,96.55
3/19/2018 11:00,7.9,-4.2,42,34,16,96.56
3/19/2018 12:00,8.1,-4.6,40,32,18,96.56
3/19/2018 13:00,8.4,-4.7,39,33,15,96.54
3/19/2018 14:00,7.7,-4,43,1,14,96.54
3/19/2018 15:00,7.6,-4.4,42,2,11,96.52
3/19/2018 16:00,7.3,-4.4,43,2,10,96.53
3/19/2018 17:00,6.9,-4.6,44,1,8,96.52
3/19/2018 18:00,5.8,-4.4,48,4,5,96.5
3/19/2018 19:00,5.4,-4.8,48,6,4,96.49
3/19/2018 20:00,2.5,-3.8,63,32,2,96.48
3/19/2018 21:00,3.1,-5.2,54,2,4,96.46
3/19/2018 22:00,2.6,-5,57,4,4,96.47
3/19/2018 23:00,2.4,-4.5,60,5,6,96.43
3/20/2018 0:00,0.7,-5,66,3,3,96.44
3/20/2018 1:00,1.6,-5,62,15,5,96.41
3/20/2018 2:00,1.1,-5.1,63,14,5,96.39
3/20/2018 3:00,0.5,-5.2,66,8,2,96.38
3/20/2018 4:00,0.1,-5.2,67,9,4,96.39
3/20/2018 5:00,-1.4,-5.1,76,34,3,96.38
3/20/2018 6:00,-1.7,-5,78,1,2,96.38
3/20/2018 7:00,-1.5,-4.8,78,0,1,96.38
3/20/2018 8:00,-0.6,-5.4,70,24,1,96.4
3/20/2018 9:00,-0.2,-5,70,20,3,96.39
3/20/2018 10:00,0.5,-4.2,71,22,3,96.4
3/20/2018 11:00,1.9,-3.8,66,14,3,96.39
3/20/2018 12:00,1.8,-3,71,17,7,96.39
3/20/2018 13:00,2.4,-2.6,70,23,2,96.39
3/20/2018 14:00,3.1,-3.3,63,12,5,96.38
3/20/2018 15:00,3.3,-2.8,64,2,6,96.38
3/20/2018 16:00,2.2,-1.3,78,36,7,96.4
3/20/2018 17:00,1.5,-0.1,89,36,8,96.43
3/20/2018 18:00,0.8,-0.3,92,1,6,96.48
3/20/2018 19:00,0.3,-0.3,96,1,7,96.52
3/20/2018 20:00,0.2,-0.4,96,36,8,96.54
3/20/2018 21:00,0.1,-0.6,95,1,6,96.58
3/20/2018 22:00,0.7,-2.8,78,5,7,96.63
3/20/2018 23:00,-0.6,-3.6,80,9,9,96.71
3/21/2018 0:00,-1.8,-3.9,86,5,9,96.76
3/21/2018 1:00,-2.1,-3.9,87,3,9,96.81
3/21/2018 2:00,-2.2,-4.7,83,1,4,96.87
3/21/2018 3:00,-3.1,-5.4,84,2,3,96.96
3/21/2018 4:00,-3.8,-5.3,89,6,7,97.05
3/21/2018 5:00,-4.4,-5.4,92,4,9,97.15
3/21/2018 6:00,-4.7,-5.9,92,9,6,97.24
3/21/2018 7:00,-5.4,-6.8,90,4,12,97.3
3/21/2018 8:00,-7,-9.2,84,2,14,97.4
3/21/2018 9:00,-7.6,-9.8,84,1,13,97.52
3/21/2018 10:00,-8.1,-10.6,82,36,14,97.64
3/21/2018 11:00,-8.4,-11.2,80,1,15,97.72
3/21/2018 12:00,-8,-11.6,75,1,15,97.78
3/21/2018 13:00,-7.6,-11.3,75,1,13,97.84
3/21/2018 14:00,-7.6,-11.5,74,35,14,97.88
3/21/2018 15:00,-7,-11.9,68,34,17,97.89
3/21/2018 16:00,-5.8,-12.9,57,34,17,97.93
3/21/2018 17:00,-6.3,-12.1,63,35,15,97.99
3/21/2018 18:00,-7,-11.2,72,36,14,98.05
3/21/2018 19:00,-7.3,-13.7,60,2,12,98.16
3/21/2018 20:00,-9,-15.2,61,3,14,98.27
3/21/2018 21:00,-10.3,-15.8,64,3,11,98.38
3/21/2018 22:00,-11.5,-16.4,67,2,11,98.45
3/21/2018 23:00,-12.8,-17.3,69,3,9,98.52
3/22/2018 0:00,-14.1,-17.7,74,36,5,98.59
3/22/2018 1:00,-14.9,-18.5,74,1,7,98.62
3/22/2018 2:00,-16,-19.1,77,36,8,98.64
3/22/2018 3:00,-16.4,-19.6,76,3,7,98.65
3/22/2018 4:00,-17.1,-20.2,77,1,6,98.66
3/22/2018 5:00,-17.6,-20.7,76,36,11,98.66
3/22/2018 6:00,-17.5,-20.6,77,1,11,98.65
3/22/2018 7:00,-17.4,-20.8,75,1,9,98.67
3/22/2018 8:00,-16.9,-20.8,72,1,7,98.65
3/22/2018 9:00,-16,-20.3,69,36,7,98.62
3/22/2018 10:00,-15,-19.6,68,36,7,98.56
3/22/2018 11:00,-14.3,-19.5,65,3,8,98.47
3/22/2018 12:00,-13.2,-18.8,62,2,11,98.33
3/22/2018 13:00,-12.2,-17.8,63,35,10,98.2
3/22/2018 14:00,-11,-16.6,63,32,12,98.07
3/22/2018 15:00,-10.4,-15.7,65,33,11,97.97
3/22/2018 16:00,-10.3,-15,68,31,14,97.88
3/22/2018 17:00,-10.3,-14.6,71,33,11,97.81
3/22/2018 18:00,-10.5,-14.1,75,33,10,97.74
3/22/2018 19:00,-10.6,-14,76,32,7,97.7
3/22/2018 20:00,-11,-13.9,79,32,9,97.65
3/22/2018 21:00,-11.2,-13.7,81,33,7,97.57
3/22/2018 22:00,-11.1,-13.6,82,34,9,97.5
3/22/2018 23:00,-11.1,-13.5,82,35,7,97.44
3/23/2018 0:00,-11.1,-13.5,83,35,8,97.38
3/23/2018 1:00,-11.3,-13.7,83,36,10,97.3
3/23/2018 2:00,-11.7,-14.2,82,36,8,97.24
3/23/2018 3:00,-11.7,-14.1,82,35,9,97.18
3/23/2018 4:00,-11.7,-13.9,84,35,8,97.08
3/23/2018 5:00,-12.2,-14.8,81,33,11,97.06
3/23/2018 6:00,-12.8,-15.3,81,34,12,97.01
3/23/2018 7:00,-13.2,-16,79,35,15,96.96
3/23/2018 8:00,-13.3,-16.5,77,34,15,96.91
3/23/2018 9:00,-13.1,-16.4,76,34,18,96.88
3/23/2018 10:00,-13.3,-15.7,82,34,16,96.86
3/23/2018 11:00,-13.1,-15.4,83,34,14,96.8
3/23/2018 12:00,-12.8,-15.4,81,34,16,96.77
3/23/2018 13:00,-12.3,-15,80,33,13,96.78
3/23/2018 14:00,-12.2,-14.9,80,33,17,96.75
3/23/2018 15:00,-11.8,-14.7,79,35,12,96.72
3/23/2018 16:00,-11.3,-14.1,80,33,9,96.69
3/23/2018 17:00,-11.2,-13.7,82,35,14,96.65
3/23/2018 18:00,-11.3,-13.9,81,33,11,96.62
3/23/2018 19:00,-11.4,-14.1,80,34,15,96.65
3/23/2018 20:00,-11.7,-14,83,32,12,96.67
3/23/2018 21:00,-11.7,-13.8,84,33,9,96.68
3/23/2018 22:00,-12.2,-14.6,82,34,16,96.69
3/23/2018 23:00,-12.6,-14.8,83,35,10,96.7
3/24/2018 0:00,-13.2,-15.9,80,34,15,96.73
3/24/2018 1:00,-13.3,-16.2,79,34,13,96.76
3/24/2018 2:00,-13.5,-16.2,80,33,10,96.79
3/24/2018 3:00,-13.6,-16.3,80,33,10,96.81
3/24/2018 4:00,-13.6,-16.6,78,33,11,96.82
3/24/2018 5:00,-13.5,-16.4,79,33,13,96.84
3/24/2018 6:00,-13.7,-17,76,34,12,96.85
3/24/2018 7:00,-14,-17.4,76,35,13,96.87
3/24/2018 8:00,-13.9,-18,71,36,20,96.83
3/24/2018 9:00,-13.8,-18.5,67,1,17,96.86
3/24/2018 10:00,-13.5,-19.5,60,36,19,96.87
3/24/2018 11:00,-13.3,-20.2,56,36,15,96.89
3/24/2018 12:00,-12.5,-20.1,53,36,12,96.86
3/24/2018 13:00,-12.4,-18.7,59,34,12,96.85
3/24/2018 14:00,-11.7,-18.8,56,5,3,96.83
3/24/2018 15:00,-11.8,-18.6,57,2,6,96.82
3/24/2018 16:00,-11.8,-18.8,56,2,5,96.82
3/24/2018 17:00,-11.6,-18.2,58,8,3,96.83
3/24/2018 18:00,-12.3,-17.8,64,4,5,96.85
3/24/2018 19:00,-13.5,-16.1,81,36,3,96.87
3/24/2018 20:00,-15.4,-17.5,84,35,3,96.91
3/24/2018 21:00,-16.9,-19,84,1,4,96.94
3/24/2018 22:00,-18.6,-20.8,83,36,6,96.96
3/24/2018 23:00,-16.9,-19.7,79,2,5,97.01
3/25/2018 0:00,-16.9,-20.8,72,6,7,97.07
3/25/2018 1:00,-17.5,-21.5,71,4,5,97.1
3/25/2018 2:00,-18.6,-22.2,73,1,5,97.11
3/25/2018 3:00,-19.7,-23,75,1,5,97.12
3/25/2018 4:00,-20.3,-23.7,75,1,6,97.11
3/25/2018 5:00,-20.8,-23.9,76,1,6,97.14
3/25/2018 6:00,-21.5,-24.5,77,2,6,97.14
3/25/2018 7:00,-21.6,-24.7,76,36,5,97.14
3/25/2018 8:00,-20.6,-24.3,72,2,5,97.14
3/25/2018 9:00,-18.6,-23.9,63,3,4,97.11
3/25/2018 10:00,-16.1,-22.9,56,8,4,97.06
3/25/2018 11:00,-15.2,-22.3,55,4,7,96.98
3/25/2018 12:00,-13.9,-20.9,56,36,4,96.91
3/25/2018 13:00,-13.3,-19.4,60,3,4,96.86
3/25/2018 14:00,-12.4,-19,58,8,5,96.8
3/25/2018 15:00,-12,-17.6,63,1,2,96.77
3/25/2018 16:00,-12.3,-16.6,70,4,5,96.74
3/25/2018 17:00,-12.2,-16.3,72,27,1,96.73
3/25/2018 18:00,-12.5,-15.2,80,2,5,96.74
3/25/2018 19:00,-13.2,-16,80,36,9,96.76
3/25/2018 20:00,-13.9,-16.6,80,35,10,96.8
3/25/2018 21:00,-14.4,-16.8,82,35,9,96.82
3/25/2018 22:00,-15.3,-17.6,83,36,11,96.84
3/25/2018 23:00,-15.6,-17.9,83,36,9,96.86
3/26/2018 0:00,-16.5,-18.8,82,1,9,96.89
3/26/2018 1:00,-17.2,-19.6,82,1,7,96.91
3/26/2018 2:00,-17.2,-19.8,80,1,5,96.95
3/26/2018 3:00,-18.2,-20.7,81,1,7,96.97
3/26/2018 4:00,-19.1,-21.5,81,36,5,97.01
3/26/2018 5:00,-20.1,-22.7,80,2,5,97.06
3/26/2018 6:00,-21,-23.4,81,2,5,97.11
3/26/2018 7:00,-20.9,-23.7,78,1,3,97.17
3/26/2018 8:00,-19,-22.8,72,5,1,97.19
3/26/2018 9:00,-17.9,-22.8,66,24,3,97.22
3/26/2018 10:00,-15.9,-22.2,59,20,4,97.22
3/26/2018 11:00,-14.1,-21.2,55,24,6,97.18
3/26/2018 12:00,-12.3,-21.1,48,21,6,97.12
3/26/2018 13:00,-11.9,-19.5,53,20,6,97.09
3/26/2018 14:00,-10.9,-19.4,49,18,8,97.05
3/26/2018 15:00,-10.4,-19.3,48,14,4,96.99
3/26/2018 16:00,-10.2,-18,53,18,5,96.97
3/26/2018 17:00,-10.1,-17.6,54,13,5,96.92
3/26/2018 18:00,-10.5,-17.1,58,13,4,96.82
3/26/2018 19:00,-10.9,-16.8,61,14,4,96.78
3/26/2018 20:00,-11.3,-16.9,64,13,3,96.71
3/26/2018 21:00,-11.6,-16.9,65,10,4,96.64
3/26/2018 22:00,-11.8,-17.3,64,13,3,96.56
3/26/2018 23:00,-12.4,-15.8,76,12,4,96.52
3/27/2018 0:00,-12.6,-15.5,79,11,2,96.45
3/27/2018 1:00,-13,-15.4,82,5,4,96.4
3/27/2018 2:00,-13.7,-16,83,2,6,96.38
3/27/2018 3:00,-14,-16.2,84,1,7,96.35
3/27/2018 4:00,-13.9,-16.1,84,36,7,96.4
3/27/2018 5:00,-13.9,-16,84,35,6,96.47
3/27/2018 6:00,-13.8,-15.9,84,35,5,96.54
3/27/2018 7:00,-13.8,-16.3,81,34,4,96.62
3/27/2018 8:00,-12.8,-16,77,34,5,96.69
3/27/2018 9:00,-11.7,-15.8,72,31,9,96.76
3/27/2018 10:00,-9.9,-15.2,65,26,3,96.82
3/27/2018 11:00,-8.7,-15,60,26,4,96.87
3/27/2018 12:00,-7.5,-14.7,56,20,4,96.9
3/27/2018 13:00,-6.1,-13.6,55,24,9,96.9
3/27/2018 14:00,-5.8,-14,52,23,5,96.92
3/27/2018 15:00,-4.7,-13.8,49,24,8,96.93
3/27/2018 16:00,-4.3,-13.4,49,24,7,96.92
3/27/2018 17:00,-4.5,-12.5,53,23,8,96.92
3/27/2018 18:00,-5.1,-12.4,57,21,7,96.9
3/27/2018 19:00,-6.1,-11.7,64,21,5,96.92
3/27/2018 20:00,-8.2,-12.2,73,21,6,96.95
3/27/2018 21:00,-9.6,-12.1,82,19,2,96.95
3/27/2018 22:00,-10.9,-12.8,86,19,3,96.98
3/27/2018 23:00,-11.1,-12.8,87,21,7,96.99
3/28/2018 0:00,-11.6,-12.8,91,18,4,96.99
3/28/2018 1:00,-10.1,-11.4,91,20,8,97
3/28/2018 2:00,-8.7,-9.7,92,19,3,97.03
3/28/2018 3:00,-8.3,-9.3,92,18,5,97.08
3/28/2018 4:00,-10.7,-12,90,2,6,97.16
3/28/2018 5:00,-12,-13.6,88,1,13,97.25
3/28/2018 6:00,-11.9,-13.3,89,2,11,97.35
3/28/2018 7:00,-11.6,-13.1,89,1,12,97.42
3/28/2018 8:00,-11.5,-13.5,85,2,6,97.52
3/28/2018 9:00,-11,-15.2,71,1,6,97.61
3/28/2018 10:00,-9,-15.4,59,36,8,97.67
